,Group 1,Group 2,,,,,,,P90,P95,P99
1,0.999229692701206,0.99826457701767,,,,,,,16,20,27
2,0.998276744790203,0.999999962731612,,,,,,,13,14,21
3,0.999436314528246,0.999223049749511,,,,,,,,,
4,0.999250227574746,0.996531441077208,,,,,,,,,
5,0.998647647975381,0.998190787020666,,,,,,,,,
6,0.259047302952696,0.259307075268291,,,,,,,,,
7,0.368028072081905,0.368313138070159,,,,,,,,,
8,0.470300086665522,0.470107735532444,,,,,,,,,
9,0.561573079513591,0.778404204806494,,,,,,,,,
10,0.645311808278823,0.837048897036264,,,,,,,,,
11,0.709250920648011,0.876521657419335,,,,,,,,,
12,0.76785176892733,0.908615822642734,,,,,,,,,
13,0.81292519460915,0.932630024893638,,,,,,,,,
14,0.850892733247552,0.94996898545394,,,,,,,,,
15,0.881371383451672,0.963385071574669,,,,,,,,,
16,0.905760736413934,0.973409679092304,,,,,,,,,
17,0.925273921161953,0.98017789440115,,,,,,,,,
18,0.940635918080614,0.98532500234666,,,,,,,,,
19,0.952846787811886,0.989237231181532,,,,,,,,,
20,0.962320878045038,0.992133090515751,,,,,,,,,
21,0.970170258116461,0.99411459994176,,,,,,,,,
22,0.976222725983975,0.995598572868008,,,,,,,,,
23,0.981071137233539,0.99672240333124,,,,,,,,,
24,0.984862482230176,0.997411447309822,,,,,,,,,
25,0.987900182743722,0.99828603809766,,,,,,,,,
26,0.990022058332154,0.99869420027975,,,,,,,,,
27,0.992265319099892,0.999040080319811,,,,,,,,,
28,0.993780987293682,0.99917276821923,,,,,,,,,
29,0.995010174935956,0.999457204251584,,,,,,,,,
30,0.995974010091346,0.999594949114827,,,,,,,,,
31,0.996769896029286,0.999708999566533,,,,,,,,,
32,0.997416105728678,0.999801668733632,,,,,,,,,
33,0.997910053901118,0.999855566907997,,,,,,,,,
34,0.998292310684361,0.999882617328241,,,,,,,,,
35,0.998647235966974,0.99986822687787,,,,,,,,,
36,0.998895484158877,0.999937325575218,,,,,,,,,
37,0.998885631287578,0.999904421714934,,,,,,,,,
38,0.999126234873317,0.999971349436662,,,,,,,,,
39,0.999445172598337,0.999982269904002,,,,,,,,,
40,0.999556774834812,0.999987438040825,,,,,,,,,
41,0.999594996233741,0.999987961370069,,,,,,,,,
42,0.999707954606682,0.99999139582323,,,,,,,,,
43,0.999767265817072,0.999995187392658,,,,,,,,,
44,0.999814586829787,0.999995298340076,,,,,,,,,
45,0.999848215570052,0.999995359191756,,,,,,,,,
46,0.99987639970999,0.999995577188777,,,,,,,,,
47,0.999905696909234,0.9999904191199,,,,,,,,,
48,0.999918806559397,0.999998715134936,,,,,,,,,
49,0.999934608164547,0.999997297714347,,,,,,,,,
50,0.999948702190273,0.999998289703235,,,,,,,,,
51,0.999957579961573,0.999997393026125,,,,,,,,,
52,0.999966394451337,0.999999211816662,,,,,,,,,
53,0.999970446378021,0.999998594938945,,,,,,,,,
54,0.99997514288479,0.999989721419732,,,,,,,,,
55,0.999983897301474,0.999952339487366,,,,,,,,,
56,0.999986387289931,0.999997241149878,,,,,,,,,
57,0.999988324828722,0.999997668943839,,,,,,,,,
58,0.999971791565884,0.999994453058866,,,,,,,,,
59,0.999983932856854,0.999998922316523,,,,,,,,,
60,0.999994748638522,0.999999078036062,,,,,,,,,
