,Host 5,Host 6,Host 7,Host 8,Host 9,Host 10,Host 11,Host 12,,,,,,,,,g1-elephant,g1-mice,g2-elephant,g2-mice
50,15.87,7.98666666666667,7.94666666666667,7.92666666666667,15.8466666666667,7.96666666666667,7.93666666666667,7.93333333333333,13.29,8.82666666666667,8.83,8.84333333333333,13.2666666666667,8.84333333333333,8.82333333333333,8.81333333333333,43.27,36.1433333333333,41.1933333333334,38.3433333333333
51,15.7833333333333,7.90666666666667,7.91,7.88,15.76,7.89,7.93,7.91,13.26,8.87666666666667,8.84,8.84,13.3166666666667,8.82666666666667,8.87666666666667,8.83333333333333,43.0366666666666,35.9333333333334,41.7466666666666,37.9233333333333
52,15.86,7.96666666666667,7.97333333333333,7.93333333333333,15.9166666666667,7.95,7.98333333333333,7.98,13.2133333333333,8.82,8.82666666666667,8.81333333333333,13.2533333333333,8.85,8.83666666666667,8.85,43.63,35.9333333333334,40.9833333333334,38.48
53,15.9233333333333,7.94666666666667,7.90333333333333,7.88666666666667,15.8033333333333,7.86666666666667,7.94333333333333,7.91,13.24,8.82,8.83333333333333,8.82,13.27,8.84333333333333,8.83333333333333,8.83333333333333,43.6133333333333,35.57,41.1466666666667,38.3466666666667
54,15.8833333333333,7.91,7.94666666666667,7.96,15.9266666666667,7.98333333333333,7.95333333333333,7.96,13.22,8.83,8.80333333333333,8.84333333333333,13.24,8.85333333333333,8.84666666666667,8.86666666666667,43.15,36.3733333333334,41.4266666666667,38.0766666666667
55,15.32,7.72333333333333,7.73333333333333,7.77666666666667,15.3,7.76666666666667,7.79333333333333,7.79,13.27,8.83333333333333,8.85333333333333,8.84,13.27,8.84666666666667,8.83,8.84333333333333,42.32,34.8833333333333,40.7733333333334,38.8133333333333
56,15.86,7.96,7.97666666666667,7.93666666666667,15.8766666666667,7.94666666666667,7.97666666666667,7.95333333333333,13.25,8.8,8.85,8.84,13.2333333333333,8.83,8.80666666666667,8.84,43.45,36.0366666666666,41.06,38.39
57,15.92,7.95666666666667,7.96666666666667,7.94,15.9566666666667,7.95333333333333,7.92666666666667,7.97666666666667,13.27,8.85333333333333,8.86666666666667,8.84333333333333,13.27,8.86333333333333,8.83666666666667,8.85,43.3133333333334,36.2833333333334,41.9,37.7533333333333
58,15.86,7.99,7.94333333333333,7.95,15.88,7.96666666666667,7.95666666666667,7.96333333333333,13.2833333333333,8.87333333333333,8.87333333333333,8.83333333333333,13.2533333333333,8.83666666666667,8.86,8.83,42.9166666666667,36.5933333333333,41.2333333333333,38.41
59,15.8533333333333,7.93666666666667,7.99,7.92,15.87,7.95333333333333,7.97666666666667,7.96,13.2533333333333,8.84333333333333,8.8,8.84666666666667,13.2133333333333,8.79666666666667,8.84333333333333,8.83333333333333,42.97,36.49,41.52,37.91
60,15.6333333333333,7.87333333333333,7.85,7.86333333333333,15.6633333333333,7.85333333333333,7.85,7.87333333333333,13.2566666666667,8.87333333333333,8.84,8.86333333333333,13.2733333333333,8.84,8.84666666666667,8.85666666666667,43.5066666666666,34.9533333333334,41.3166666666666,38.3333333333333
