,Group 1,Group 2,,,,,,,P90,P95,P99
1,0.896592975739036,0.866466969107201,,,,,,,15,18,23
2,0.999213802037367,0.96594378283382,,,,,,,11,13,19
3,0.99874449739291,0.994217056917285,,,,,,,,,
4,0.945006824145666,0.945357958799628,,,,,,,,,
5,0.896856455067492,0.876830124819939,,,,,,,,,
6,0.269065963422761,0.269022662081024,,,,,,,,,
7,0.386419494023991,0.386438266028573,,,,,,,,,
8,0.493451568191519,0.491825823210682,,,,,,,,,
9,0.59440047045412,0.81695468397242,,,,,,,,,
10,0.679008199938804,0.863478311251617,,,,,,,,,
11,0.782078359319995,0.923353541926719,,,,,,,,,
12,0.809586139575436,0.926434733304618,,,,,,,,,
13,0.875191501443877,0.969719181199516,,,,,,,,,
14,0.893426669554457,0.968054136729101,,,,,,,,,
15,0.916371561092488,0.970971072382699,,,,,,,,,
16,0.949366170293325,0.986785307934036,,,,,,,,,
17,0.949197691499107,0.982697306122177,,,,,,,,,
18,0.962342946693569,0.987075764919361,,,,,,,,,
19,0.974134980467308,0.992473272550423,,,,,,,,,
20,0.98280205287405,0.996695637720006,,,,,,,,,
21,0.98691712599296,0.996794880396897,,,,,,,,,
22,0.988805218387628,0.997089134431292,,,,,,,,,
23,0.992685658913351,0.998443116613975,,,,,,,,,
24,0.994745064812133,0.999017365221375,,,,,,,,,
25,0.995410250098078,0.998768604622491,,,,,,,,,
26,0.997031687247136,0.998803014712691,,,,,,,,,
27,0.997947305600058,0.999708159966695,,,,,,,,,
28,0.995267659982359,0.99524599246875,,,,,,,,,
29,0.998130400528694,0.998897253080075,,,,,,,,,
30,0.99837718310974,0.998921779126319,,,,,,,,,
31,0.997732037613897,0.99946448758379,,,,,,,,,
32,0.999446690962249,0.997886052036075,,,,,,,,,
33,0.999745971508002,0.999212001866548,,,,,,,,,
34,0.999856509691711,0.999642253800858,,,,,,,,,
35,0.999852566057302,0.999932252386588,,,,,,,,,
36,0.999962465103718,0.999929833988881,,,,,,,,,
37,0.999805487318774,0.998792862956342,,,,,,,,,
38,0.99987841383262,0.999340110421885,,,,,,,,,
39,0.999053815910878,0.997475177236756,,,,,,,,,
40,0.999645732118958,0.99842112844012,,,,,,,,,
41,0.999900527015383,0.999225882588399,,,,,,,,,
42,0.999804694874306,0.999632887144503,,,,,,,,,
43,0.999950824525124,0.999755964817961,,,,,,,,,
44,0.999819626997075,0.999686399573852,,,,,,,,,
45,0.999623957456992,0.99600323245342,,,,,,,,,
46,0.99982345296326,0.998689582291357,,,,,,,,,
47,0.999822699280859,0.999568478480996,,,,,,,,,
48,0.999753703469994,0.996373927601472,,,,,,,,,
49,0.999889711637273,0.99869232965796,,,,,,,,,
50,0.999931909382735,0.999620561235119,,,,,,,,,
51,0.999740406747132,0.999785800815282,,,,,,,,,
52,0.99998715463502,0.999897022936591,,,,,,,,,
53,0.999912317721171,0.999812144563697,,,,,,,,,
54,0.999980927454137,0.999740919406346,,,,,,,,,
55,0.999891887275016,0.999806234237764,,,,,,,,,
56,0.999989706394896,0.99997952870449,,,,,,,,,
57,0.999948591483678,0.999904075298376,,,,,,,,,
58,0.999979635466264,0.999980862945863,,,,,,,,,
59,0.999875797833023,0.999706612381439,,,,,,,,,
60,0.999991531307575,0.999779653073948,,,,,,,,,
