,Group 1,Group 2,,,,,,,P90,P95,P99
1,0.800418268143794,0.860544989950322,,,,,,,13,16,22
2,0.909432624723564,0.945622355184956,,,,,,,12,15,20
3,0.922363930588325,0.970397668946144,,,,,,,,,
4,0.980203486608252,0.982448734629827,,,,,,,,,
5,0.988456829121439,0.9955554902317,,,,,,,,,
6,0.501287611227619,0.498181583141321,,,,,,,,,
7,0.588003551634816,0.587103599706079,,,,,,,,,
8,0.671833632163133,0.671985962399638,,,,,,,,,
9,0.743214587466659,0.78087435353162,,,,,,,,,
10,0.801599064151273,0.834978063948461,,,,,,,,,
11,0.847381644723849,0.876774385040449,,,,,,,,,
12,0.882201003389847,0.907904006164524,,,,,,,,,
13,0.909357494707896,0.931230748365225,,,,,,,,,
14,0.929177970587176,0.94825494072162,,,,,,,,,
15,0.946087203505649,0.961770139390624,,,,,,,,,
16,0.95651484312509,0.970918052746658,,,,,,,,,
17,0.966596413427487,0.977463630502895,,,,,,,,,
18,0.972303927500965,0.983116909197334,,,,,,,,,
19,0.975669134747638,0.986527672251399,,,,,,,,,
20,0.98439250275678,0.990401812735444,,,,,,,,,
21,0.987746546290166,0.992876342078912,,,,,,,,,
22,0.990642353357721,0.994479756109356,,,,,,,,,
23,0.991432176860089,0.995516516877868,,,,,,,,,
24,0.993647441057309,0.996677275648259,,,,,,,,,
25,0.993564975166953,0.997247531018738,,,,,,,,,
26,0.995662516903793,0.997815645909154,,,,,,,,,
27,0.996322667005625,0.998328220797504,,,,,,,,,
28,0.996366024074459,0.998543398456376,,,,,,,,,
29,0.996082016816502,0.998903652667122,,,,,,,,,
30,0.998043825607446,0.999359406605294,,,,,,,,,
31,0.996856894927138,0.999232353601519,,,,,,,,,
32,0.998115803611679,0.999507699668091,,,,,,,,,
33,0.998554085052897,0.999677160704194,,,,,,,,,
34,0.998981481448837,0.999788823078107,,,,,,,,,
35,0.998703934719425,0.999807251617384,,,,,,,,,
36,0.999190621515653,0.999867400831947,,,,,,,,,
37,0.99899477353964,0.999817965037517,,,,,,,,,
38,0.998809011274424,0.99983955900875,,,,,,,,,
39,0.999183061519525,0.999931506065,,,,,,,,,
40,0.999437793601303,0.999956236420251,,,,,,,,,
41,0.999347964322845,0.999948049273235,,,,,,,,,
42,0.998885053059006,0.99994600780928,,,,,,,,,
43,0.999162856190571,0.999913935375107,,,,,,,,,
44,0.999174775371966,0.999949786100826,,,,,,,,,
45,0.999518252813529,0.999989802757492,,,,,,,,,
46,0.999397318698405,0.999943082027269,,,,,,,,,
47,0.99955464864704,0.999988208940922,,,,,,,,,
48,0.999676650554163,0.999997438377846,,,,,,,,,
49,0.999279923440471,0.99998068400085,,,,,,,,,
50,0.999655510063257,0.99999280545253,,,,,,,,,
51,0.99892884193737,0.999963594876331,,,,,,,,,
52,0.99971954308667,0.999998911442848,,,,,,,,,
53,0.999706169546213,0.999997248434012,,,,,,,,,
54,0.999752012924263,0.999998584537766,,,,,,,,,
55,0.999781708899754,0.999999634598057,,,,,,,,,
56,0.999760719314787,0.999999065139844,,,,,,,,,
57,0.999527934418055,0.999989849438835,,,,,,,,,
58,0.999708984795069,0.999996921843798,,,,,,,,,
59,0.999572687927773,0.999992039334137,,,,,,,,,
60,0.999776152120968,0.999999054130265,,,,,,,,,
